epoch: 0, loss: 81.24935780015103, acc: 0.30144557823129253
epoch: 1, loss: 66.9605049061998, acc: 0.2797474103277675
epoch: 2, loss: 61.38712144378048, acc: 0.2823654822239317
epoch: 3, loss: 57.74864875446082, acc: 0.28546814151869504
epoch: 4, loss: 56.02334950361884, acc: 0.2853088197842991
epoch: 5, loss: 55.13127941106329, acc: 0.2903426911857111
epoch: 6, loss: 53.560017891980095, acc: 0.2984683384766412
epoch: 7, loss: 52.104876243591306, acc: 0.30485192579669074
epoch: 8, loss: 50.534654576238324, acc: 0.31855217910900024
epoch: 9, loss: 48.86488480620332, acc: 0.32404635878846166
epoch: 10, loss: 48.167792004091226, acc: 0.33336678419418025
epoch: 11, loss: 47.69832412670185, acc: 0.3370590352439522
epoch: 12, loss: 46.581011341872895, acc: 0.3404713339881804
epoch: 13, loss: 45.81431549548095, acc: 0.3445077338606954
epoch: 14, loss: 45.06362699584377, acc: 0.3528264711435456
epoch: 15, loss: 44.52073859999066, acc: 0.3570293239086124
epoch: 16, loss: 44.066081632394734, acc: 0.362546846377656
epoch: 17, loss: 43.77173107886643, acc: 0.3672301212673708
epoch: 18, loss: 43.2392239469163, acc: 0.37443941650431084
epoch: 19, loss: 42.81631519316253, acc: 0.37995258553923517
epoch: 20, loss: 42.38591938834569, acc: 0.38306967158046507
epoch: 21, loss: 41.94458557167696, acc: 0.3875782348957225
epoch: 22, loss: 41.65099201411226, acc: 0.39131647217450377
epoch: 23, loss: 41.346268928412236, acc: 0.3974023462914158
epoch: 24, loss: 41.00089333561941, acc: 0.40245666566289967
epoch: 25, loss: 40.76758344058685, acc: 0.40814417307613743
epoch: 26, loss: 40.584130295117696, acc: 0.4133414032494324
epoch: 27, loss: 40.29652795466375, acc: 0.4161895296443702
epoch: 28, loss: 40.05513367314169, acc: 0.4206959251738747
epoch: 29, loss: 39.93380028924692, acc: 0.42354772766807885
epoch: 30, loss: 39.71805473681852, acc: 0.4279206566830371
epoch: 31, loss: 39.49104759308866, acc: 0.43099296640860574
epoch: 32, loss: 39.36441852417832, acc: 0.43678871734327673
epoch: 33, loss: 39.18310706041567, acc: 0.44070038083534563
epoch: 34, loss: 39.03657608327822, acc: 0.4433712181686215
epoch: 35, loss: 38.834861801463525, acc: 0.44722777341969333
epoch: 36, loss: 38.73524988196743, acc: 0.4517707228247949
epoch: 37, loss: 38.55095042965231, acc: 0.4559638909375927
epoch: 38, loss: 38.36252323834626, acc: 0.4595568279744275
epoch: 39, loss: 38.24619063042125, acc: 0.4637809354440809
epoch: 40, loss: 38.07137453487154, acc: 0.465983303218235
epoch: 41, loss: 37.88194640236082, acc: 0.46948960226655945
epoch: 42, loss: 37.778430268464625, acc: 0.4722325619507527
epoch: 43, loss: 37.63057646554315, acc: 0.47538408077559696
epoch: 44, loss: 37.50334340112849, acc: 0.47948182584048715
epoch: 45, loss: 37.440483548119275, acc: 0.48185055563148554
epoch: 46, loss: 37.30628764515766, acc: 0.48427009238547053
epoch: 47, loss: 37.248140506346225, acc: 0.4868834702569363
epoch: 48, loss: 37.1065513322284, acc: 0.48920362527189365
epoch: 49, loss: 37.03247464253555, acc: 0.4932320527664558
epoch: 50, loss: 36.88463974410867, acc: 0.49649973253437296
epoch: 51, loss: 36.80509187059537, acc: 0.49891553980344877
epoch: 52, loss: 36.68928124508044, acc: 0.5015384736653226
epoch: 53, loss: 36.61363041480179, acc: 0.5041072607491217
epoch: 54, loss: 36.5071169066638, acc: 0.5054773281271876
epoch: 55, loss: 36.414398237656364, acc: 0.5076794890988706
epoch: 56, loss: 36.311543517961645, acc: 0.5116610971417148
epoch: 57, loss: 36.18473718597887, acc: 0.5147167487235627
epoch: 58, loss: 36.126601614721, acc: 0.5175479937296316
epoch: 59, loss: 36.08502047692653, acc: 0.5205998254130851
