
test score: 946.4000000000001, max tile: 128.0

test score: 1203.2, max tile: 128.0

test score: 948.8, max tile: 256.0

test score: 1072.0, max tile: 256.0

test score: 1272.0, max tile: 256.0

test score: 938.4000000000001, max tile: 128.0

test score: 903.2, max tile: 128.0

test score: 997.5999999999999, max tile: 256.0

test score: 933.5999999999999, max tile: 128.0

test score: 1150.4, max tile: 256.0

test score: 1496.0, max tile: 256.0

test score: 864.8, max tile: 128.0

test score: 1116.0, max tile: 256.0

test score: 1172.0, max tile: 256.0

test score: 902.4000000000001, max tile: 128.0

test score: 864.8, max tile: 128.0

test score: 860.0, max tile: 128.0

test score: 880.0, max tile: 128.0

test score: 1345.6, max tile: 256.0

test score: 612.8, max tile: 128.0

test score: 928.8, max tile: 128.0

test score: 1147.2, max tile: 256.0

test score: 431.20000000000005, max tile: 128.0

test score: 685.6, max tile: 128.0

test score: 634.4, max tile: 128.0

test score: 1065.6, max tile: 256.0

test score: 972.0, max tile: 128.0

test score: 1141.6, max tile: 256.0

test score: 1018.4000000000001, max tile: 128.0

test score: 1129.6, max tile: 256.0

test score: 812.0, max tile: 128.0

test score: 783.2, max tile: 128.0

test score: 944.8, max tile: 128.0

test score: 963.2, max tile: 256.0

test score: 727.2, max tile: 128.0

test score: 1199.2, max tile: 256.0

test score: 610.4, max tile: 128.0

test score: 1212.8, max tile: 256.0

